org_cst_key,org_name,org_ogt_code,org_state_incorporated,n53_municipal_type,org_metropolitan_area_ext,org_fips_place_ext,org_prefix_ext,org_city_name_ext,org_fips_county_subdivision_ext
34183af0-9571-4af9-b874-0000cdf5786c,City of Escanaba,City,MI,City,21540,2626360,City of,Escanaba,NULL
69a2ef55-5e71-4b38-93f9-0001545b483e,Village of Loda,City,IL,Village,NULL,1744264,Village of,Loda,NULL
90d60306-b6f9-4643-a184-00029988ea81,City of Arcata,City,CA,City,21700,0602476,City of,Arcata,NULL
a9a81c2c-333d-4404-8cf1-0002edd1a1c9,City of Franklin,City,MO,City,NULL,2925624,City of,Franklin,NULL
f7012e99-db99-441e-9be4-00042e114f7b,Doxo,Private Sector Company,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2b85ea1f-17a2-47aa-8572-0009950245cd,City of Belle Glade,City,FL,City,NULL,1205200,City of,Belle Glade,NULL
5bc748f5-a369-4144-a1d9-0009b6bccc5d,Life Meets Work Inc.,Private Sector Company,NULL,NULL,NULL,NULL,NULL,NULL,NULL
9fe2bdd8-8df0-48fe-805f-0009d75f504c,County of Davidson,County,NC,NULL,NULL,NULL,NULL,NULL,NULL
e9461043-ec26-43d4-9bc9-000a95c3865b,Town of Greenwood,City,NY,Town,NULL,3610130741,Town of,Greenwood,NULL
32cb69a8-0d58-4feb-b6e0-000aaf0271fa,City of Askov,City,MN,City,NULL,2702548,City of,Askov,NULL
5eb00920-6fb7-4f74-9351-000ad09d5cdb,Village of Fairwater,City,WI,Village,NULL,5525075,Village of,Fairwater,NULL
cbd7454e-2569-4399-9415-000c0d10f4db,Town of Barnet,City,VT,Town,NULL,5000502875,Town of,Barnet,NULL
455c0d95-4842-4177-9368-000cc9edfe41,Town of Moreau,City,NY,Town,NULL,3609148318,Town of,Moreau,NULL
8c0da74c-1f87-42ef-9c0d-001019a77617,Village of Hubbardston,City,MI,Village,NULL,2639660,Village of,Hubbardston,NULL
3eb1d12c-7f0b-42db-9899-001708f34cc4,Village of Nelson,City,IL,Village,NULL,1751947,Village of,Nelson,NULL
a067a0ee-5642-489c-8091-001f7d685af5,City of Okanogan,City,WA,City,NULL,5350920,City of,Okanogan,NULL
a714505a-f1cf-411d-ba3b-002617e8d678,Town of Neversink,City,NY,Town,NULL,3610549847,Town of,Neversink,NULL
ab65415c-5fea-4b9d-aa82-0027c815d24b,Town of Sudlersville,City,MD,Town,NULL,2475650,Town of,Sudlersville,NULL
c47769ee-ceec-4ae7-80bc-002862ca3297,Texoma Council of Governments,Civic Group/Non-profit,NULL,NULL,NULL,NULL,NULL,NULL,NULL
87fd8d8f-5df3-4756-b2a5-002dfcdf9ce2,City of Olivette,City,MO,City,NULL,2954650,City of,Olivette,NULL
c624ee5b-1e0c-4279-b357-0037477b83d1,City of Old Monroe,City,MO,City,NULL,2954416,City of,Old Monroe,NULL
cbf01f5c-8a9d-4bd8-8a8a-0037a116bd91,Village of Wentworth,City,MO,Village,NULL,2978424,Village of,Wentworth,NULL
b69942bc-a5f0-4de0-9743-003863460e8b,City of Red Oak,City,TX,City,NULL,4861196,Town of,Red Oak,NULL
7ebfeab6-6178-4f3a-81a5-003a45811fb5,Town of Cloverdale,City,IN,Town,NULL,1813852,Town of,Cloverdale,NULL
cbbc29cb-3fb6-4871-a427-003a5d79f8df,Lima City Schools,Public School/School District,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2a031eb5-c065-4ff2-83e4-003bded9826a,City of Fulton,City,KS,City,NULL,2024925,City of,Fulton,NULL
c0207b62-98ee-4226-85bd-003d29d5bcc6,Town of Rice Lake,City,WI,Unincorporated Jurisdiction,NULL,5500567375,Town of,Rice Lake,NULL
c8fc6083-1a37-4cae-808a-00407a20ed43,Lockheed Martin IMS,Private Sector Company,NULL,NULL,NULL,NULL,NULL,NULL,NULL
9fef875f-b7af-4bf7-bcaf-0041c5f8fa01,City of Linn Valley,City,KS,City,NULL,2041465,NULL,Linn Valley,NULL
291fb142-18d0-491e-b773-00437d2f1d24,Town of Tishomingo,City,MS,Town,NULL,2873720,Town of,Tishomingo,NULL
05f153dc-704f-469c-abd3-0043e8b40d69,Borough of Belle Vernon,City,PA,Borough,NULL,4205288,Borough of,Belle Vernon,NULL
f99ced36-9554-40a0-ab79-0047792980b3,Town of Winona,City,TX,Town,NULL,4879828,Town of,Winona,NULL
312087b6-b250-4d89-828a-004a0a735ef3,Town of Bude,City,MS,Town,NULL,2809460,Town of,Bude,NULL
6fdfd1e1-24e2-4e86-bdbd-004a1705daf4,City of Allerton,City,IA,City,NULL,1901270,City of,Allerton,NULL
f2b8b0b5-d718-446a-8cbb-004a683fca7f,Town of Sneedville,City,TN,Town,NULL,4769460,Town of,Sneedville,NULL
7b4f18c5-dec5-47e3-b4d0-004b73269396,Village of Oyster Creek,City,TX,Village,NULL,4854528,Village of,Oyster Creek,NULL
ca9a4ebf-359b-4ad0-b49f-004c2903d003,GEEARS: Georgia Early Education Alliance for Ready Students,Organization,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7999bf49-3622-4a28-b2f2-004c31bc37b5,Normandy Group,Private Sector Company,NULL,NULL,NULL,NULL,NULL,NULL,NULL
b51e5831-de7a-41dd-814f-004f0801f68e,City of Farmville,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
854fa85f-34b9-450e-9875-005089c1f844,City of Galesburg,City,ND,City,NULL,3828980,City of,Galesburg,NULL
ac555641-dc17-4df4-97bd-0051bb528165,Borough of Fountain Hill,City,PA,Borough,NULL,4227008,Borough of,Fountain Hill,NULL
479e0faf-59e5-4d3f-a1c5-0051f4d38ee0,City of Olmos Park,City,TX,City,NULL,4853988,City of,Olmos Park,NULL
0a1eeb75-3a53-4e62-bdf5-005386243858,City of Wakefield,City,MI,City,NULL,2682780,City of,Wakefield,NULL
e7d5aa80-6ce3-4213-aa45-00596c372764,City of Manistee,City,MI,City,NULL,2650720,City of,Manistee,NULL
e1a293a2-4bbc-48ff-851a-005a820af0c5,City of Prairieburg,City,IA,City,NULL,1964425,City of,Prairieburg,NULL
6ee54657-9e6e-4d4e-93cd-005b5d7ab557,City of Lake Station,City,IN,City,NULL,1841535,City of,Lake Station,NULL
ec9e159e-b0ea-4d98-b9f3-0067d6657693,City of Oronogo,City,MO,City,NULL,2954920,City of,Oronogo,NULL
b5413389-9b66-4cce-adc1-006c8d02f311,Borough of North Arlington,City,NJ,Borough,NULL,3452320,Borough of,North Arlington,NULL
04e0714d-2e46-4098-a7e5-006e959438bf,Town of Mill Creek,City,OK,Town,NULL,4048500,Town of,Mill Creek,NULL
02c5b413-4053-4d57-bd2b-0072798634b1,Sacramento City Unified School District,Public School/School District,NULL,NULL,NULL,NULL,NULL,NULL,NULL
a75371c0-c1da-4189-b9c2-007599f5feac,Village of Palmer,City,NE,Village,NULL,3138160,Village of,Palmer,NULL
da5d0946-64ea-4c9c-a6d2-0079a57ec5f2,Village of Riverton,City,NE,Village,NULL,3141760,Village of,Riverton,NULL
e4ebb86b-ac27-4074-99ae-007a1a8102ca,Borough of Royalton,City,PA,Borough,NULL,4266560,Borough of,Royalton,NULL
63dec702-528f-4eb0-b228-00801f5df25c,Village of Windsor Heights,City,WV,Village,NULL,5487892,NULL,Windsor Heights,NULL
87e5fa59-f2d2-49e6-bfa1-00804bbd4916,"Orth-Rodgers and Associates, Inc.",Private Sector Company,NULL,NULL,NULL,NULL,NULL,NULL,NULL
16293f26-959a-4e7d-8d73-0080aaa75bd8,Elliott County,County,KY,NULL,NULL,NULL,NULL,NULL,NULL
7a5d0bc1-585e-4c7e-b050-0081da7bd5ba,City of Biscay,City,MN,City,NULL,2706112,City of,Biscay,NULL
a971398d-c5ef-4379-b094-00839d24e9ac,Borough of Brookhaven,City,PA,Borough,NULL,4209080,Borough of,Brookhaven,NULL
59395630-3bc3-4b60-a096-00844c0fcd49,Town of Dasher,City,GA,Town,NULL,1321744,Town of,Dasher,NULL
75a1e713-886a-47db-9389-0087d143a90b,City of Shepherd,City,TX,City,NULL,4867424,Town of,Shepherd,NULL
e3e7adb4-a3f7-4faa-8d30-0087d4b527f6,,City,NULL,NULL,NULL,NULL,NULL,NULL,NULL
bbca5704-9148-47c7-8524-008a4e4bafb4,City of Grant,City,IA,City,NULL,1932295,City of,Grant,NULL
918bb1f7-b589-48b4-a175-008c017e5e57,City of Flatwoods,City,KY,City,NULL,2127802,City of,Flatwoods,NULL
5fc65628-3378-40ff-b8f0-008cd74fe3dd,City of Detroit Lakes,City,MN,City,NULL,2715832,City of,Detroit Lakes,NULL
5b4fb680-6eda-4877-a108-008d66d47cc1,Borough of Ashville,City,PA,Borough,NULL,4203296,Borough of,Ashville,NULL
dae250f6-05b2-4a38-8f44-008eeb162901,Ford Motor Company,Private Sector Company,NULL,NULL,NULL,NULL,NULL,NULL,NULL
724ca126-4e62-4512-9d37-0092c4d2ed2f,Village of Manorhaven,City,NY,Village,NULL,3645106,Village of,Manorhaven,NULL
683d170f-79e6-4dc7-b452-0092eed81c02,Village of Shreve,City,OH,Village,NULL,3972396,Village of,Shreve,NULL
476170d0-5d62-477c-bd45-009437c6a652,City of Crab Orchard,City,KY,City,NULL,2117956,City of,Crab Orchard,NULL
8f8b2d5e-456c-4ead-ba2d-00945f01a7f8,Town of Deerfield,City,NULL,NULL,NULL,NULL,NULL,NULL,NULL
609963c4-945c-4ee9-86b6-0094fc37f192,Fundacio Jaume Bofill,Foundation Funder,NULL,NULL,NULL,NULL,NULL,NULL,NULL
9aa4822e-d341-4596-a816-009e78f79c2a,City of Golden Valley,City,ND,City,NULL,3831180,City of,Golden Valley,NULL
7bc44720-c0d2-4f56-bedd-009fc268caec,Town of Junior,City,NULL,Town,NULL,5442244,Town of,Junior,NULL
063dc724-57da-4a3c-be5c-00a028729d6b,Town of Phelps,City,NY,Town,NULL,3606957529,Town of,Phelps,NULL
526ccc27-0b2b-469e-b6fb-00a16410c85d,City of Webb,City,IA,City,NULL,1983010,City of,Webb,NULL
5c84115c-e2c4-49e6-b8d2-00a178229fee,Village of Kingsley,City,MI,Village,NULL,2643340,Village of,Kingsley,NULL
7bdf3259-8c0d-4aca-8661-00a17e28d64d,Town of Roachdale,City,IN,Town,NULL,1864980,Town of,Roachdale,NULL
17638cc5-32da-4305-8fe1-00a299a55f9b,ecoAmerica,Private Sector Company,NULL,NULL,NULL,NULL,NULL,NULL,NULL
a56e49cd-f7fc-4315-a1e1-00a7d1c971dd,Village of La Grange,City,IL,Village,NULL,1740767,Village of,La Grange,NULL
64e3a404-0368-43dc-ba54-00ab47cf43f8,City of Wetmore,City,KS,City,NULL,2077550,City of,Wetmore,NULL
52fe7443-d84e-4312-a0b9-00adb30e90aa,Village of Moreland Hills,City,OH,Village,NULL,3952052,Village of,Moreland Hills,NULL
be22700f-8cb0-4f7e-8ee2-00b0390429c0,"Franklin County ",County,IA,NULL,NULL,NULL,NULL,NULL,NULL
0402198d-0d92-48a0-9a5e-00b292aed7cb,Borough of Lemoyne,City,PA,Borough,NULL,4242648,Borough of,Lemoyne,NULL
c1cb8ed4-2d18-428c-8aad-00b2af81b54f,City of Mountain View,City,MO,City,NULL,2950438,City of,Mountain View,NULL
12f91a0e-8669-43d3-9a9e-00b5c73e6008,Blountsville,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
772d1c3b-6f10-4220-8de2-00bbbd582b83,City of Mulberry,City,AR,City,NULL,0548200,City of,Mulberry,NULL
5cb9ce1a-54ef-4450-914b-00bdb4fca116,Village of Aniwa,City,WI,Village,NULL,5502075,Village of,Aniwa,NULL
1b43cb7d-a313-417b-bd8f-00be290985e7,Town of Shamrock Lakes,City,IN,Town,NULL,1868976,Town of,Shamrock Lakes,NULL
19c57af0-8cda-4e64-83b8-00c6b8e5dfe0,FUSE Corps,Private Sector Company,NULL,NULL,NULL,NULL,NULL,NULL,NULL
c81f7fba-7339-4f0c-91ec-00cbda0d3f0b,Borough of Milford,City,PA,Borough,NULL,4249400,Borough of,Milford,NULL
edfc3846-1940-4d01-865f-00cc226c9e9c,Town of St Matthews,City,SC,Town,NULL,4562620,Town of,St Matthews,NULL
bca46ed2-877f-4a18-bb73-00cde23c8855,Town of Tiger,City,GA,Town,NULL,1376504,Town of,Tiger,NULL
8fdc6a33-900c-46d3-81fc-00cf7b3b395e,Town of St Albans,City,ME,Town,NULL,2302564850,Town of,St Albans,NULL
269c01c8-92d5-4941-bbbe-00d7622a8519,City of Jonesboro,City,IL,City,NULL,1738635,City of,Jonesboro,NULL
19847b59-083c-4e09-8fb6-00d78da95deb,City of Morganton,City,NC,City,NULL,3744400,City of,Morganton,NULL
2be19d64-28ad-4130-9062-00da3cdda063,City of Courtland,City,KS,City,NULL,2016025,City of,Courtland,NULL
6686cac9-f421-4bbb-a052-00dae1f269bf,Texas Comptroller of Public Accounts,Private Sector Company,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ff1fd578-89f0-4521-9e3d-00dbf3cdc171,Town of Newton Grove,City,NC,Town,NULL,3747020,Town of,Newton Grove,NULL
bdad2711-702b-4f67-9991-00dd2650a8a9,Town of Wales,City,MA,Town,NULL,2501372390,Town of,Wales,NULL
d713f11e-3823-42ed-8384-00e061e76a4a,Smart Growth America,Civic Group/Non-profit,NULL,NULL,NULL,NULL,NULL,NULL,NULL
63ede973-8724-4c47-a27c-00e0f00ef490,Northern California Grantmakers,Private Sector Company,NULL,NULL,NULL,NULL,NULL,NULL,NULL
b00358e1-dcc5-42bf-8b01-00e2a46cc8ac,Families Rights Network,Private Sector Company,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3ced4815-46bc-472d-92d6-00e3b05c43a8,Village of Minier,City,IL,Village,NULL,1749555,Village of,Minier,NULL
8551fb3b-468f-4006-bdb7-00e3d51f3ee3,Town of Paden City,City,WV,Town,NULL,5461636,Town of,Paden City,NULL
a6cccddf-3894-4787-ac44-00e7d513bf78,Town of Greeneville,City,TN,Town,24620,4730980,Town of,Greeneville,NULL
725c4761-c369-4c81-9d5e-00eb668b70ee,Town of Columbia,City,CT,Town,NULL,0901316400,Town of,Columbia,NULL
01118f8f-4533-4e1a-a638-00edbf77ccb7,Village of Port Henry,City,NY,Village,NULL,3659333,Village of,Port Henry,NULL
3d2658ff-7f8f-408c-b2af-00ee80a85f99,City of Riceville,City,IA,City,NULL,1966585,City of,Riceville,NULL
b34d3f9d-e258-4004-a4ad-00eeaedf63c7,Spiegel & McDiarmid,Private Sector Company,NULL,NULL,NULL,NULL,NULL,NULL,NULL
89ac229a-f68d-41cd-8d52-00f0bf81ed25,Town of Hebron,City,NH,Town,NULL,3300935220,Town of,Hebron,NULL
4e7958a6-9acd-4392-a1f1-00f1871f06da,Borough of Ivyland,City,PA,Borough,NULL,4237304,Borough of,Ivyland,NULL
13a4d166-cd1f-48db-8773-00f5195c4a71,City of Tonkawa,City,OK,City,NULL,4074150,City of,Tonkawa,NULL
32b116e7-2107-40f9-b0f2-00f54d7f1d08,City of Moore,City,OK,City,NULL,4049200,City of,Moore,NULL
1758a5c6-4588-4b87-aedf-00f7679097f0,City of Akron,City,OH,City,NULL,3901000,City of,Akron,NULL
f0ddbf70-021a-4653-8ea2-00f7cacd7585,Aon eSolutions,Private Sector Company,NULL,NULL,NULL,NULL,NULL,NULL,NULL
268417b4-a141-4473-97fe-00f8ecb8e037,Village of Lohrville,City,WI,Village,NULL,5545425,Village of,Lohrville,NULL
22a59875-810f-4313-b910-010141bba438,"Care America, Inc.",Private Sector Company,NULL,NULL,NULL,NULL,NULL,NULL,NULL
a534afe1-3c6c-400d-b1d7-0104d70c45c2,City of Eddyville,City,KY,City,NULL,2123824,City of,Eddyville,NULL
cfa32261-c107-4c48-807a-0108bc643974,City of Barrett,City,MN,City,NULL,2703682,City of,Barrett,NULL
ad8d1baa-1a29-45a8-a110-010a87d2c897,Village of Richland,City,NE,Village,NULL,3141375,Village of,Richland,NULL
a6ba7413-7c5f-4004-8495-010e108ea21e,City of St Martins,City,MO,City,NULL,2965018,City of,St Martins,NULL
be4cb110-5fdf-4d31-896c-0110a8a881f3,City of Stevenson,City,WA,City,NULL,5367875,Town of,Stevenson,NULL
e89ae619-7046-41c2-bf78-0113f45ac67a,City of Lowell,City,AR,NULL,NULL,0541720,NULL,Lowell,NULL
94ca7d28-ce7e-4ad8-96ad-0116b1f86fc8,Town of Miller's Cove,City,TX,Town,NULL,4848478,Town of,Miller's Cove,NULL
6d214e5a-cb43-4b3f-abf0-011c3b2f9a25,Town of Longmeadow,City,MA,Town,NULL,2501336300,Town of,Longmeadow,NULL
a499d9b7-6557-47f3-8632-011cf33eb5bc,Urban League of Greater Madison,Organization,NULL,NULL,NULL,NULL,NULL,NULL,NULL
87f20f01-52a8-4588-9f62-011d08fbc659,City of Lewisport,City,KY,City,NULL,2145136,City of,Lewisport,NULL
382cc2ba-0251-49c8-a588-011d6800c278,National Apartment Association,Association,NULL,NULL,NULL,NULL,NULL,NULL,NULL
651a1b68-d904-4604-bd8b-011e8e2e9841,Janell Smith,Organization,NULL,NULL,NULL,NULL,NULL,NULL,NULL
44e2f924-edbc-47fe-99d6-011f431b77f0,Town of Worthington,City,MA,Town,NULL,2501582175,Town of,Worthington,NULL
245d1a3a-4a5d-49c7-b04c-011f6568330e,Town of Shelburne,City,MA,Town,NULL,2501161135,Town of,Shelburne,NULL
9cc17854-cc4b-4e00-969d-011f6667dd4d,City of Sebring,City,FL,City,42700,1264875,City of,Sebring,NULL
8f5cc15b-0a73-4883-a751-012120448583,Parish of Desoto,County,LA,Other,NULL,2299031,NULL,NULL,NULL
aa7e5c73-8fba-4590-9cdf-0123c49a61e0,Mesa Community College,College/University,NULL,NULL,NULL,NULL,NULL,NULL,NULL
89731921-c446-464b-a1d2-01252efdc66f,C.h.o.i.c.e. international inc,Civic Group/Non-profit,NULL,NULL,NULL,NULL,NULL,NULL,NULL
6bd53ec3-b939-4df7-b1de-0129d456f1d9,City of Farwell,City,TX,City,NULL,4825548,City of,Farwell,NULL
927fca93-bdf4-448f-bf4d-012afa619cb8,City of Shelton,City,CT,City,NULL,0968100,City of,Shelton,NULL
74feeca6-5152-43b4-9cfe-012d7a6ae072,Village of Four Seasons,City,MO,Village,NULL,2976157,Village of,Four Seasons,NULL
b5a6661b-3d88-4eab-93d1-012e9956174e,Technology Net Company,Private Sector Company,NULL,NULL,NULL,NULL,NULL,NULL,NULL
d60de48b-8652-4f27-99fe-012ecf44da0b,Cellulose Insulation Manufacturers Assn.,Association,NULL,NULL,NULL,NULL,NULL,NULL,NULL
12aeb4e0-a30b-4449-ae6e-01310a45f36f,City of Ashland,City,NE,City,NULL,3102305,City of,Ashland,NULL
4c37d388-e92f-470d-854d-01332bdb46a4,City of Mabton,City,WA,City,NULL,5340980,City of,Mabton,NULL
a1a40409-98ae-4b00-8201-013468036408,Watertown,City,MI,Charter Township,NULL,2603784400,NULL,NULL,NULL
4276c116-d9e6-46b0-bfaa-0135d9da7d08,Village of Chester,City,NE,Village,NULL,3109095,Village of,Chester,NULL
31dd1a60-2830-459a-9f5c-0139a9ed9a41,Town of Chittenden,City,VT,Town,NULL,5002114350,Town of,Chittenden,NULL
78c77227-13ac-4e91-9aad-013af4d64329,Northeast Indiana Regional Partnership,Civic Group/Non-profit,NULL,NULL,NULL,NULL,NULL,NULL,NULL
47269044-95dd-463c-ac4f-013ed1163809,Town of Salemburg,City,NC,Town,NULL,3758840,Town of,Salemburg,NULL
98851d81-a808-4e82-a1bd-014007fd4ff4,Town of Sterling,City,WI,Unincorporated Jurisdiction,NULL,5509577050,Town of,Sterling,NULL
0ff5fd38-6a78-407f-aec9-0141b86ecdf9,City of Pick City,City,ND,City,NULL,3862260,City of,Pick City,NULL
5bbabb04-a33f-43e7-ab16-014237a116d1,Village of Chain-o-lakes,City,MO,Village,NULL,2913015,Village of,Chain-o-lakes,NULL
ab1bdaed-ea94-41d0-be84-01448b41bdbd,FEMA-GPD,Federal Agency,NULL,NULL,NULL,NULL,NULL,NULL,NULL
b263ce4b-6ad1-421f-8683-014568072860,City of Harrisonburg,City,VA,Independent City,NULL,5135624,City of,Harrisonburg,NULL
6e650534-b56d-4086-b10f-0146bcf40e0d,City of North Buena Vista,City,IA,City,NULL,1957135,City of,North Buena Vista,NULL
9fe7d430-cee3-4321-ba57-014945436643,Karlsberger Companies,Organization,NULL,NULL,NULL,NULL,NULL,NULL,NULL
fddadb8c-011d-4b6b-928f-0150320d2885,City of Ravenna,City,NE,City,NULL,3140710,City of,Ravenna,NULL
a5a92d43-8120-41f2-9748-0151fc138b6f,Town of Seabrook,City,NH,Town,NULL,3301568260,Town of,Seabrook,NULL
02978481-c8b9-4580-ad6e-0152f722bd4e,Seneca Park Zoo Society,Organization,NULL,NULL,NULL,NULL,NULL,NULL,NULL
dc6b5a38-3de0-4812-82be-015639ccaf40,City of Beverly,City,NJ,City,NULL,3405740,City of,Beverly,NULL
00ad8226-0939-4077-97c1-0157edba77a7,City of Altus,City,OK,City,11060,4001700,City of,Altus,NULL
cb7c7e65-55ad-4e23-907f-015cf46c208b,Town of Fern,City,WI,Unincorporated Jurisdiction,NULL,5503725675,Town of,Fern,NULL
d5d12e6c-33d1-4150-8d6d-015e684597a0,City of Babbitt,City,MN,City,NULL,2703106,City of,Babbitt,NULL
bb71ebc0-dc0d-4e9b-ae6c-016284a748a4,Town of Jackson,City,LA,Town,NULL,2237830,Town of,Jackson,NULL
e0595586-69e1-493f-8f0e-0166c39e667e,Town of Seneca,City,NY,Town,NULL,3606966289,Town of,Seneca,NULL
74f0761b-075c-46b3-b33b-0167bb153f97,City of Centerville,City,IA,City,NULL,1912315,City of,Centerville,NULL
0f545d5d-0429-4a68-8390-016d7ef8b038,Town of Saltville,City,VA,Town,NULL,5170096,Town of,Saltville,NULL
fa0ddab4-97c7-444a-b9dc-016dcddba4e6,Adar & Mimi A Boutique,Organization,NULL,NULL,NULL,NULL,NULL,NULL,NULL
a4d968dc-16ca-487d-8239-017c57e5195a,City of Archdale,City,NC,City,NULL,3701720,City of,Archdale,NULL
35e36f8b-395b-40c3-a9e2-017e0323ce3a,Cabarrus County,County,NC,County,NULL,3799025,NULL,NULL,NULL
f36c6007-43a2-4203-b80d-017fbbeb2210,City of Corydon,City,IA,City,NULL,1916635,City of,Corydon,NULL
b4aec86e-8cde-4fbc-a5b4-018184b302c4,Village of Forestville,City,NY,Village,NULL,3626649,Village of,Forestville,NULL
2ede760c-b914-4a65-b507-0182c3abdc2c,Township of Manalapan,City,NJ,Township,NULL,3402542990,Township of,Manalapan,NULL
465be39a-550c-455c-a3b4-01859e590ccf,Borough of Ben Avon,City,PA,Borough,NULL,4205504,Borough of,Ben Avon,NULL
27960c94-3396-4269-ba70-0185e839add6,Americans for the Arts,Civic Group/Non-profit,NULL,NULL,NULL,NULL,NULL,NULL,NULL
06a2b4e6-7470-423d-9588-01866c945499,Town of Cuba,City,NY,Town,NULL,3600319367,Town of,Cuba,NULL
9dc87a68-a4c3-4cda-b5ad-01874fe4612a,Town of Andover,City,MA,Town,NULL,2500901465,Town of,Andover,NULL
70b040ed-23f5-464f-bc53-018906d8e441,Town of North Hudson,City,NY,Town,NULL,3603153077,Town of,North Hudson,NULL
9f661a12-e772-414b-9d3e-0189d24d794d,City of Canyon,City,TX,City,NULL,4812532,City of,Canyon,NULL
a9364b19-10c4-4ac2-8a47-0189d6fd0539,Borough of West View,City,PA,Borough,NULL,4284144,Borough of,West View,NULL
0a1ae575-4fff-4f2f-9d5f-018a6ff2a119,Maryland-National Capital Park and Planning Commission,Private Sector Company,NULL,NULL,NULL,NULL,NULL,NULL,NULL
be8e9a9e-251b-404a-b744-018d410a18e3,Village of Esperance,City,NY,Village,NULL,3624713,Village of,Esperance,NULL
748808b4-7508-4793-9ebd-0197535680d2,City of Tawas City,City,MI,City,NULL,2678140,City of,Tawas City,NULL
ad6a8a15-34f7-4694-a331-019aec7b7a0a,City of Benton,City,AR,City,NULL,0505290,City of,Benton,NULL
c25cdf97-d6a7-4d97-bffb-019b06f58cef,City of Everly,City,IA,City,NULL,1926175,City of,Everly,NULL
169a9a31-252f-4be3-9fcf-019bdc3b3c96,City of Naperville,City,IL,City,NULL,1751622,City of,Naperville,NULL
b87b5f35-1a58-4a87-bacd-019c05bf9045,Verizon Telematics,Organization,NULL,NULL,NULL,NULL,NULL,NULL,NULL
f9f3be88-ef3f-4b40-ac80-019c97c47a84,City of Bovina,City,TX,City,NULL,4809628,City of,Bovina,NULL
2aa22cf1-3342-47de-a135-019eb6bf6360,City of Clarksburg,City,TN,City,NULL,4715140,City of,Clarksburg,NULL
0aa3b05f-86e9-4e9c-b02e-019f654cb3ca,Borough of Dickson City,City,PA,Borough,NULL,4219160,Borough of,Dickson City,NULL
789ab5f1-5286-4503-a8fc-019faa4db5e0,Village of Exeter,City,NE,Village,NULL,3116340,Village of,Exeter,NULL
fe7e8408-1c08-49a7-b815-01a3c42eb3f6,USDOT,Federal Agency,NULL,NULL,NULL,NULL,NULL,NULL,NULL
82ce7d3f-ace4-45b5-a0a9-01a49e7e32af,City of Culver,City,OR,City,NULL,4117300,City of,Culver,NULL
5d3a9019-692b-4a5f-8807-01a80d2eedd3,Village of Bureau Junction,City,IL,Village,NULL,1709681,Village of,Bureau Junction,NULL
392414ad-7f34-4ab3-a329-01a9cf1c9efb,Town of Madison,City,VA,Town,NULL,5148488,Town of,Madison,NULL
21a7ca03-2d18-4552-8289-01ab48e1f629,Town of Montezuma,City,NY,Town,NULL,3601148131,Town of,Montezuma,NULL
388d853c-96ad-432d-9439-01ab51415bad,Village of Stetsonville,City,WI,Village,NULL,5577100,Village of,Stetsonville,NULL
de5b02c4-090e-45bc-a153-01ab969712d0,Town of La Grange,City,NC,Town,NULL,3736400,Town of,La Grange,NULL
b543e792-6562-4680-8e51-01ad12356973,City of Versailles,City,MO,City,NULL,2975922,City of,Versailles,NULL
442d3b0f-024b-4dbc-a3ed-01ad8b564d26,City of Paramount,City,CA,City,NULL,0655618,City of,Paramount,NULL
dd756eb3-50ea-4e3d-a6c3-01af3520621c,Village of Holland Patent,City,NY,Village,NULL,3635144,Village of,Holland Patent,NULL
0841d947-c5ad-4e3c-8585-01b3a628fa49,City of Lovelock,City,NV,City,NULL,3243000,City of,Lovelock,NULL
acd1780c-1a25-4aba-82d7-01b619d45555,Town of Ross,City,CA,Town,NULL,0662980,Town of,Ross,NULL
e11691f4-3154-4a78-a593-01ba7eedbd77,ACTON,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5d56d6c2-fc1f-46a6-aca5-01bc9909188c,Town of Mamou,City,LA,Town,NULL,2248085,Town of,Mamou,NULL
97bb2089-704c-49fe-9607-01bd1d458b69,RENEE BOYETT,City,NULL,NULL,NULL,NULL,NULL,NULL,NULL
69b97908-6ff8-4de2-bcac-01bdb800d473,Town of Stockbridge,City,NY,Town,NULL,3605371399,Town of,Stockbridge,NULL
a4080afd-6e33-41fc-874f-01beddf22ad2,Georgia Local Government Risk Management Services,Risc Sub-Pool,NULL,NULL,NULL,NULL,NULL,NULL,NULL
c092bfaf-f3f9-491a-92de-01c521c89e4d,Bozell Kamstra,Private Sector Company,NULL,NULL,NULL,NULL,NULL,NULL,NULL
84e8da09-7494-47b1-a3dd-01c537075cf1,Borough of Millstone,City,NJ,Borough,NULL,3446590,Borough of,Millstone,NULL
09565290-e8d7-4da4-b520-01c56333cab6,Village of Goreville,City,IL,Village,NULL,1730575,Village of,Goreville,NULL
a687bcc1-993c-4adc-8401-01c945e6ffb2,Metro Mayors Caucas,Organization,NULL,NULL,NULL,NULL,NULL,NULL,NULL
0e56fb3d-271c-45c2-82c0-01ca48c37013,City of Marion,City,AL,City,NULL,0146768,City of,Marion,NULL
